player_id,name,team,position,total_points,price,points_per_price,popularity_pct,stats_url
2552,Konstantínos Sotiríou,Korona Kielce,Obrońca,17,2.0,8.5,4%,https://fantasy.ekstraklasa.org/player/2552
2753,Boško Šutalo,Cracovia,Obrońca,17,1.8,9.44,1%,https://fantasy.ekstraklasa.org/player/2753
86,Taras Romanczuk,Jagiellonia Białystok,Pomocnik,16,1.8,8.89,6%,https://fantasy.ekstraklasa.org/player/86
415,Michał Marcjanik,Arka Gdynia,Obrońca,16,1.7,9.41,2%,https://fantasy.ekstraklasa.org/player/415
563,Marcin Wasielewski,GKS Katowice,Obrońca,16,1.9,8.42,16%,https://fantasy.ekstraklasa.org/player/563
633,Mateusz Wdowiak,GKS Katowice,Pomocnik,16,1.7,9.41,3%,https://fantasy.ekstraklasa.org/player/633
1299,Jean Carlos Silva,Raków Częstochowa,Obrońca,16,1.8,8.89,15%,https://fantasy.ekstraklasa.org/player/1299
1341,Fran Tudor,Raków Częstochowa,Obrońca,16,2.0,8.0,2%,https://fantasy.ekstraklasa.org/player/1341
1435,Rafał Strączek,GKS Katowice,Bramkarz,16,1.8,8.89,3%,https://fantasy.ekstraklasa.org/player/1435
1573,Antonio Milić,Lech Poznań,Obrońca,16,1.9,8.42,4%,https://fantasy.ekstraklasa.org/player/1573
2671,Karol Czubak,Motor Lublin,Napastnik,16,2.8,5.71,25%,https://fantasy.ekstraklasa.org/player/2671
2757,Ermal Krasniqi,Legia Warszawa,Pomocnik,16,1.8,8.89,2%,https://fantasy.ekstraklasa.org/player/2757
1192,Erik Janža,Górnik Zabrze,Obrońca,15,2.2,6.82,33%,https://fantasy.ekstraklasa.org/player/1192
1632,Antoni Kozubal,Lech Poznań,Pomocnik,15,1.9,7.89,3%,https://fantasy.ekstraklasa.org/player/1632
1928,Stratos Svarnas,Raków Częstochowa,Obrońca,15,2.1,7.14,15%,https://fantasy.ekstraklasa.org/player/1928
2071,Leonárdo Koútris,Pogoń Szczecin,Obrońca,15,1.8,8.33,4%,https://fantasy.ekstraklasa.org/player/2071
2406,Maksym Chłań,Górnik Zabrze,Pomocnik,15,2.0,7.5,11%,https://fantasy.ekstraklasa.org/player/2406
2454,Pau Resta,Korona Kielce,Obrońca,15,1.8,8.33,2%,https://fantasy.ekstraklasa.org/player/2454
2699,Ivo Rodrigues,Motor Lublin,Pomocnik,15,1.8,8.33,1%,https://fantasy.ekstraklasa.org/player/2699
2817,Emil Kornvig,Widzew Łódź,Pomocnik,15,2.3,6.52,10%,https://fantasy.ekstraklasa.org/player/2817
2825,Pau Sans,Cracovia,Pomocnik,15,1.8,8.33,4%,https://fantasy.ekstraklasa.org/player/2825
130,Jasmin Burić,Zagłębie Lubin,Bramkarz,14,1.7,8.24,2%,https://fantasy.ekstraklasa.org/player/130
774,Sebastian Bergier,Widzew Łódź,Napastnik,14,2.3,6.09,11%,https://fantasy.ekstraklasa.org/player/774
991,Tomasz Neugebauer,Lechia Gdańsk,Pomocnik,14,1.7,8.24,4%,https://fantasy.ekstraklasa.org/player/991
1625,Nazarij Rusyn,Arka Gdynia,Napastnik,14,1.7,8.24,1%,https://fantasy.ekstraklasa.org/player/1625
1795,Sławomir Abramowicz,Jagiellonia Białystok,Bramkarz,14,1.9,7.37,21%,https://fantasy.ekstraklasa.org/player/1795
1835,Wahan Biczachczjan,Legia Warszawa,Pomocnik,14,1.7,8.24,2%,https://fantasy.ekstraklasa.org/player/1835
2016,Jakub Lewicki,Piast Gliwice,Obrońca,14,1.7,8.24,4%,https://fantasy.ekstraklasa.org/player/2016
2384,Borja Galán,GKS Katowice,Obrońca,14,1.9,7.37,4%,https://fantasy.ekstraklasa.org/player/2384
2505,Dimítrios Keramítsis,Pogoń Szczecin,Obrońca,14,1.7,8.24,1%,https://fantasy.ekstraklasa.org/player/2505
2562,Bartosz Mazurek,Jagiellonia Białystok,Pomocnik,14,1.5,9.33,15%,https://fantasy.ekstraklasa.org/player/2562
2763,Brahim Traoré,Cracovia,Obrońca,14,1.8,7.78,2%,https://fantasy.ekstraklasa.org/player/2763
2801,Bartłomiej Drągowski,Widzew Łódź,Bramkarz,14,1.8,7.78,7%,https://fantasy.ekstraklasa.org/player/2801
992,Przemysław Wiśniewski,Widzew Łódź,Obrońca,13,2.2,5.91,5%,https://fantasy.ekstraklasa.org/player/992
1363,Bartłomiej Wdowik,Jagiellonia Białystok,Obrońca,13,2.1,6.19,29%,https://fantasy.ekstraklasa.org/player/1363
1475,Mikael Ishak,Lech Poznań,Napastnik,13,4.1,3.17,16%,https://fantasy.ekstraklasa.org/player/1475
2668,Tamar Svetlin,Korona Kielce,Pomocnik,13,1.8,7.22,2%,https://fantasy.ekstraklasa.org/player/2668
2676,Emmanuel Twumasi,Piast Gliwice,Obrońca,13,1.7,7.65,2%,https://fantasy.ekstraklasa.org/player/2676
2758,Sam Greenwood,Pogoń Szczecin,Pomocnik,13,2.1,6.19,4%,https://fantasy.ekstraklasa.org/player/2758
2767,Yannick Agnero,Lech Poznań,Napastnik,13,1.8,7.22,2%,https://fantasy.ekstraklasa.org/player/2767
2800,Christopher Cheng,Widzew Łódź,Obrońca,13,1.8,7.22,4%,https://fantasy.ekstraklasa.org/player/2800
2821,Attila Szalai,Pogoń Szczecin,Obrońca,13,1.9,6.84,2%,https://fantasy.ekstraklasa.org/player/2821
392,Filip Jagiełło,Lech Poznań,Pomocnik,12,2.0,6.0,2%,https://fantasy.ekstraklasa.org/player/392
432,Grzegorz Tomasiewicz,Piast Gliwice,Pomocnik,12,1.7,7.06,0%,https://fantasy.ekstraklasa.org/player/432
1719,Michael Ameyaw,Raków Częstochowa,Pomocnik,12,2.2,5.45,5%,https://fantasy.ekstraklasa.org/player/1719
2032,Oskar Leśniak,Piast Gliwice,Pomocnik,12,1.5,8.0,1%,https://fantasy.ekstraklasa.org/player/2032
2176,Mateusz Kowalczyk,GKS Katowice,Pomocnik,12,1.8,6.67,1%,https://fantasy.ekstraklasa.org/player/2176
2450,Ivan Brkić,Motor Lublin,Bramkarz,12,1.8,6.67,2%,https://fantasy.ekstraklasa.org/player/2450
2462,Amir Al-Ammari,Cracovia,Pomocnik,12,1.8,6.67,0%,https://fantasy.ekstraklasa.org/player/2462
2622,Adrian Chovan,Bruk-Bet Termalica Nieciecza,Bramkarz,12,1.7,7.06,1%,https://fantasy.ekstraklasa.org/player/2622
2629,Morgan Faßbender,Bruk-Bet Termalica Nieciecza,Pomocnik,12,1.7,7.06,0%,https://fantasy.ekstraklasa.org/player/2629
2768,Antonio Čolak,Legia Warszawa,Napastnik,12,1.8,6.67,6%,https://fantasy.ekstraklasa.org/player/2768
184,Rafał Wolski,Radomiak Radom,Pomocnik,11,2.1,5.24,4%,https://fantasy.ekstraklasa.org/player/184
458,Arkadiusz Reca,Legia Warszawa,Obrońca,11,1.7,6.47,3%,https://fantasy.ekstraklasa.org/player/458
645,Rafał Kurzawa,Bruk-Bet Termalica Nieciecza,Pomocnik,11,1.7,6.47,2%,https://fantasy.ekstraklasa.org/player/645
964,Sebastian Milewski,GKS Katowice,Pomocnik,11,1.7,6.47,0%,https://fantasy.ekstraklasa.org/player/964
1280,Damian Michalski,Zagłębie Lubin,Obrońca,11,1.7,6.47,1%,https://fantasy.ekstraklasa.org/player/1280
1569,Oskar Wójcik,Cracovia,Obrońca,11,1.8,6.11,5%,https://fantasy.ekstraklasa.org/player/1569
1794,Kamil Grosicki,Pogoń Szczecin,Pomocnik,11,3.5,3.14,14%,https://fantasy.ekstraklasa.org/player/1794
1893,Dani Pacheco,Wisła Płock,Pomocnik,11,1.9,5.79,2%,https://fantasy.ekstraklasa.org/player/1893
1922,Dominik Piła,Cracovia,Obrońca,11,1.8,6.11,0%,https://fantasy.ekstraklasa.org/player/1922
2163,Marcel Pięczek,Korona Kielce,Obrońca,11,1.8,6.11,0%,https://fantasy.ekstraklasa.org/player/2163
2410,Iwan Żelizko,Lechia Gdańsk,Pomocnik,11,1.9,5.79,1%,https://fantasy.ekstraklasa.org/player/2410
2444,Marcel Krajewski,Widzew Łódź,Obrońca,11,1.7,6.47,0%,https://fantasy.ekstraklasa.org/player/2444
2458,Hubert Zwoźny,Korona Kielce,Obrońca,11,1.7,6.47,0%,https://fantasy.ekstraklasa.org/player/2458
2551,Gierman Barkowskij,Piast Gliwice,Napastnik,11,1.8,6.11,1%,https://fantasy.ekstraklasa.org/player/2551
2571,Gustaw Henriksson,Cracovia,Obrońca,11,1.8,6.11,0%,https://fantasy.ekstraklasa.org/player/2571
2728,Juande Rivas,Piast Gliwice,Obrońca,11,1.8,6.11,1%,https://fantasy.ekstraklasa.org/player/2728
2779,Deni Jurić,Wisła Płock,Napastnik,11,1.7,6.47,4%,https://fantasy.ekstraklasa.org/player/2779
2793,Brandon Dominguès,Górnik Zabrze,Pomocnik,11,1.8,6.11,1%,https://fantasy.ekstraklasa.org/player/2793
2794,Lukáš Sadílek,Górnik Zabrze,Pomocnik,11,1.9,5.79,0%,https://fantasy.ekstraklasa.org/player/2794
2799,Osman Bukari,Widzew Łódź,Pomocnik,11,2.3,4.78,8%,https://fantasy.ekstraklasa.org/player/2799
2819,Samed Baždar,Jagiellonia Białystok,Napastnik,11,1.8,6.11,1%,https://fantasy.ekstraklasa.org/player/2819
171,Michał Chrapek,Piast Gliwice,Pomocnik,10,1.8,5.56,3%,https://fantasy.ekstraklasa.org/player/171
395,Jarosław Kubicki,Górnik Zabrze,Pomocnik,10,2.0,5.0,4%,https://fantasy.ekstraklasa.org/player/395
698,Alan Czerwiński,GKS Katowice,Obrońca,10,1.7,5.88,1%,https://fantasy.ekstraklasa.org/player/698
701,Patryk Kun,Legia Warszawa,Obrońca,10,1.6,6.25,1%,https://fantasy.ekstraklasa.org/player/701
1136,Mateusz Praszelik,Cracovia,Pomocnik,10,1.8,5.56,2%,https://fantasy.ekstraklasa.org/player/1136
1521,Bartosz Kapustka,Legia Warszawa,Pomocnik,10,2.0,5.0,2%,https://fantasy.ekstraklasa.org/player/1521
2001,Nahuel Leiva,Jagiellonia Białystok,Pomocnik,10,2.0,5.0,1%,https://fantasy.ekstraklasa.org/player/2001
2208,Martin Remacle,Korona Kielce,Pomocnik,10,1.8,5.56,0%,https://fantasy.ekstraklasa.org/player/2208
2389,Lamine Diaby-Fadiga,Raków Częstochowa,Pomocnik,10,2.1,4.76,13%,https://fantasy.ekstraklasa.org/player/2389
2476,Jonatan Braut Brunes,Raków Częstochowa,Napastnik,10,2.6,3.85,30%,https://fantasy.ekstraklasa.org/player/2476
2482,Sergi Samper,Motor Lublin,Pomocnik,10,1.6,6.25,0%,https://fantasy.ekstraklasa.org/player/2482
2661,Bernardo Vital,Jagiellonia Białystok,Obrońca,10,1.8,5.56,1%,https://fantasy.ekstraklasa.org/player/2661
2669,Matus Vojtko,Lechia Gdańsk,Obrońca,10,1.7,5.88,0%,https://fantasy.ekstraklasa.org/player/2669
2675,Quentin Boisgard,Piast Gliwice,Pomocnik,10,1.7,5.88,0%,https://fantasy.ekstraklasa.org/player/2675
2718,Antonio Heredia Antonin,Korona Kielce,Napastnik,10,1.8,5.56,1%,https://fantasy.ekstraklasa.org/player/2718
2737,Marko Bulat,Raków Częstochowa,Pomocnik,10,2.0,5.0,1%,https://fantasy.ekstraklasa.org/player/2737
2802,Lukas Lerager,Widzew Łódź,Pomocnik,10,1.9,5.26,2%,https://fantasy.ekstraklasa.org/player/2802
2815,Guilherme Montóia,Jagiellonia Białystok,Obrońca,10,1.9,5.26,1%,https://fantasy.ekstraklasa.org/player/2815
57,Damian Węglarz,Arka Gdynia,Bramkarz,9,1.8,5.0,1%,https://fantasy.ekstraklasa.org/player/57
681,Michał Nalepa,Zagłębie Lubin,Obrońca,9,1.7,5.29,3%,https://fantasy.ekstraklasa.org/player/681
1290,Karol Struski,Raków Częstochowa,Pomocnik,9,1.7,5.29,0%,https://fantasy.ekstraklasa.org/player/1290
1411,Rafał Leszczyński,Wisła Płock,Bramkarz,9,2.1,4.29,11%,https://fantasy.ekstraklasa.org/player/1411
1529,Mariusz Fornalczyk,Widzew Łódź,Pomocnik,9,2.0,4.5,3%,https://fantasy.ekstraklasa.org/player/1529
1539,Iván López,Raków Częstochowa,Pomocnik,9,2.1,4.29,2%,https://fantasy.ekstraklasa.org/player/1539
1675,Filip Majchrowicz,Radomiak Radom,Bramkarz,9,1.8,5.0,4%,https://fantasy.ekstraklasa.org/player/1675
1770,Tomasz Pieńko,Raków Częstochowa,Pomocnik,9,2.1,4.29,2%,https://fantasy.ekstraklasa.org/player/1770
2160,Roman Jakuba,Zagłębie Lubin,Obrońca,9,1.7,5.29,0%,https://fantasy.ekstraklasa.org/player/2160
2386,Patrik Hellebrand,Górnik Zabrze,Pomocnik,9,2.1,4.29,6%,https://fantasy.ekstraklasa.org/player/2386
2408,Rifet Kapić,Lechia Gdańsk,Pomocnik,9,1.9,4.74,1%,https://fantasy.ekstraklasa.org/player/2408
2472,Bartłomiej Smolarczyk,Korona Kielce,Obrońca,9,1.8,5.0,0%,https://fantasy.ekstraklasa.org/player/2472
2498,Patrik Wålemark,Lech Poznań,Pomocnik,9,2.3,3.91,4%,https://fantasy.ekstraklasa.org/player/2498
2502,Andréas Katsantónis,Piast Gliwice,Napastnik,9,1.7,5.29,1%,https://fantasy.ekstraklasa.org/player/2502
2659,Marcel Łubik,Górnik Zabrze,Bramkarz,9,1.9,4.74,5%,https://fantasy.ekstraklasa.org/player/2659
2707,Alejandro Pozo,Jagiellonia Białystok,Pomocnik,9,2.1,4.29,4%,https://fantasy.ekstraklasa.org/player/2707
2740,Quentin Lecoeuche,Wisła Płock,Obrońca,9,1.8,5.0,1%,https://fantasy.ekstraklasa.org/player/2740
2744,Stélios Andréou,Widzew Łódź,Obrońca,9,1.7,5.29,0%,https://fantasy.ekstraklasa.org/player/2744
2745,Mateusz Klich,Cracovia,Pomocnik,9,1.8,5.0,1%,https://fantasy.ekstraklasa.org/player/2745
2780,Aleksandar Ćirković,Lechia Gdańsk,Pomocnik,9,1.8,5.0,1%,https://fantasy.ekstraklasa.org/player/2780
2783,Andi Zeqiri,Widzew Łódź,Napastnik,9,2.0,4.5,4%,https://fantasy.ekstraklasa.org/player/2783
128,Łukasz Sekulski,Wisła Płock,Napastnik,8,2.4,3.33,7%,https://fantasy.ekstraklasa.org/player/128
256,Jakub Czerwiński,Piast Gliwice,Obrońca,8,1.7,4.71,2%,https://fantasy.ekstraklasa.org/player/256
640,Bartosz Kopacz,Bruk-Bet Termalica Nieciecza,Obrońca,8,1.7,4.71,0%,https://fantasy.ekstraklasa.org/player/640
722,Karol Angielski,Pogoń Szczecin,Napastnik,8,1.9,4.21,6%,https://fantasy.ekstraklasa.org/player/722
1086,Kamil Zapolnik,Bruk-Bet Termalica Nieciecza,Napastnik,8,1.8,4.44,2%,https://fantasy.ekstraklasa.org/player/1086
1168,Patryk Makuch,Raków Częstochowa,Napastnik,8,1.8,4.44,2%,https://fantasy.ekstraklasa.org/player/1168
1225,Jan Grzesik,Radomiak Radom,Obrońca,8,2.6,3.08,20%,https://fantasy.ekstraklasa.org/player/1225
1360,Kacper Chodyna,Legia Warszawa,Pomocnik,8,1.7,4.71,0%,https://fantasy.ekstraklasa.org/player/1360
1545,Matej Rodin,Lechia Gdańsk,Obrońca,8,1.8,4.44,3%,https://fantasy.ekstraklasa.org/player/1545
1616,Adam Zreľák,GKS Katowice,Napastnik,8,1.9,4.21,6%,https://fantasy.ekstraklasa.org/player/1616
1782,Roque Júnior Maurides,Radomiak Radom,Napastnik,8,2.2,3.64,5%,https://fantasy.ekstraklasa.org/player/1782
2046,Dawid Drachal,Jagiellonia Białystok,Pomocnik,8,1.7,4.71,0%,https://fantasy.ekstraklasa.org/player/2046
2073,Linus Wahlqvist,Pogoń Szczecin,Obrońca,8,1.8,4.44,3%,https://fantasy.ekstraklasa.org/player/2073
2104,Michal Sáček,Górnik Zabrze,Obrońca,8,1.7,4.71,3%,https://fantasy.ekstraklasa.org/player/2104
2461,Taofeek Ismaheel,Lech Poznań,Pomocnik,8,1.9,4.21,1%,https://fantasy.ekstraklasa.org/player/2461
2535,Steve Kingué,Radomiak Radom,Obrońca,8,1.8,4.44,0%,https://fantasy.ekstraklasa.org/player/2535
2582,Martin Minczew,Cracovia,Pomocnik,8,2.0,4.0,1%,https://fantasy.ekstraklasa.org/player/2582
2756,Alex Paulsen,Lechia Gdańsk,Bramkarz,8,1.7,4.71,2%,https://fantasy.ekstraklasa.org/player/2756
2826,Levente Szabó,Zagłębie Lubin,Napastnik,8,1.8,4.44,0%,https://fantasy.ekstraklasa.org/player/2826
827,Mateusz Grzybek,Zagłębie Lubin,Obrońca,7,1.6,4.38,0%,https://fantasy.ekstraklasa.org/player/827
1386,Ariel Mosór,Raków Częstochowa,Obrońca,7,1.7,4.12,1%,https://fantasy.ekstraklasa.org/player/1386
1477,Kacper Sezonienko,Lechia Gdańsk,Pomocnik,7,1.9,3.68,1%,https://fantasy.ekstraklasa.org/player/1477
1747,Igor Drapiński,Piast Gliwice,Obrońca,7,1.8,3.89,2%,https://fantasy.ekstraklasa.org/player/1747
1756,Konrad Matuszewski,Korona Kielce,Obrońca,7,2.0,3.5,2%,https://fantasy.ekstraklasa.org/player/1756
1880,Ilja Szkurin,GKS Katowice,Napastnik,7,1.9,3.68,2%,https://fantasy.ekstraklasa.org/player/1880
1909,Rafał Adamski,Legia Warszawa,Napastnik,7,1.8,3.89,1%,https://fantasy.ekstraklasa.org/player/1909
1935,Juljan Shehu,Widzew Łódź,Pomocnik,7,2.2,3.18,4%,https://fantasy.ekstraklasa.org/player/1935
1970,Maxime Dominguez,Cracovia,Pomocnik,7,2.0,3.5,0%,https://fantasy.ekstraklasa.org/player/1970
2058,Filip Kocaba,Zagłębie Lubin,Pomocnik,7,1.8,3.89,0%,https://fantasy.ekstraklasa.org/player/2058
2059,Jakub Kolan,Zagłębie Lubin,Pomocnik,7,1.6,4.38,0%,https://fantasy.ekstraklasa.org/player/2059
2083,Aurélien Nguiamba,Arka Gdynia,Pomocnik,7,1.7,4.12,0%,https://fantasy.ekstraklasa.org/player/2083
2150,Tomasz Wójtowicz,Lechia Gdańsk,Pomocnik,7,1.7,4.12,0%,https://fantasy.ekstraklasa.org/player/2150
2189,Adrián Diéguez,Radomiak Radom,Obrońca,7,1.8,3.89,1%,https://fantasy.ekstraklasa.org/player/2189
2387,José Manuel Josema,Górnik Zabrze,Obrońca,7,1.8,3.89,1%,https://fantasy.ekstraklasa.org/player/2387
2411,Tomáš Bobček,Lechia Gdańsk,Napastnik,7,3.5,2.0,25%,https://fantasy.ekstraklasa.org/player/2411
2435,Zié Ouattara,Radomiak Radom,Obrońca,7,1.9,3.68,4%,https://fantasy.ekstraklasa.org/player/2435
2473,Michalis Kosidis,Zagłębie Lubin,Napastnik,7,2.0,3.5,2%,https://fantasy.ekstraklasa.org/player/2473
2483,Osvaldo Capemba Capita,Radomiak Radom,Pomocnik,7,2.1,3.33,9%,https://fantasy.ekstraklasa.org/player/2483
2637,Marcin Kamiński,Wisła Płock,Obrońca,7,2.2,3.18,13%,https://fantasy.ekstraklasa.org/player/2637
2709,Luis Perea,Arka Gdynia,Pomocnik,7,1.7,4.12,0%,https://fantasy.ekstraklasa.org/player/2709
2755,Romário Baró,Radomiak Radom,Pomocnik,7,1.7,4.12,0%,https://fantasy.ekstraklasa.org/player/2755
2781,Žan Rogelj,Wisła Płock,Obrońca,7,1.9,3.68,1%,https://fantasy.ekstraklasa.org/player/2781
2785,Hussein Ali,Pogoń Szczecin,Obrońca,7,1.7,4.12,0%,https://fantasy.ekstraklasa.org/player/2785
2807,Kellyn Acosta,Pogoń Szczecin,Pomocnik,7,2.0,3.5,0%,https://fantasy.ekstraklasa.org/player/2807
87,Damian Szymański,Legia Warszawa,Pomocnik,6,1.8,3.33,1%,https://fantasy.ekstraklasa.org/player/87
166,Rafał Janicki,Górnik Zabrze,Obrońca,6,1.8,3.33,3%,https://fantasy.ekstraklasa.org/player/166
168,Paweł Stolarski,Motor Lublin,Obrońca,6,1.7,3.53,1%,https://fantasy.ekstraklasa.org/player/168
580,Sebastian Kowalczyk,Zagłębie Lubin,Pomocnik,6,1.9,3.16,0%,https://fantasy.ekstraklasa.org/player/580
830,Serafin Szota,Arka Gdynia,Obrońca,6,1.6,3.75,1%,https://fantasy.ekstraklasa.org/player/830
979,Oskar Repka,Raków Częstochowa,Pomocnik,6,2.0,3.0,3%,https://fantasy.ekstraklasa.org/player/979
988,Krzysztof Kubica,Bruk-Bet Termalica Nieciecza,Pomocnik,6,1.8,3.33,0%,https://fantasy.ekstraklasa.org/player/988
1126,Kamil Piątkowski,Legia Warszawa,Obrońca,6,1.8,3.33,6%,https://fantasy.ekstraklasa.org/player/1126
1238,Maciej Wolski,Bruk-Bet Termalica Nieciecza,Obrońca,6,1.7,3.53,0%,https://fantasy.ekstraklasa.org/player/1238
1327,Kacper Urbański,Legia Warszawa,Pomocnik,6,2.1,2.86,10%,https://fantasy.ekstraklasa.org/player/1327
1430,Damian Hilbrycht,Bruk-Bet Termalica Nieciecza,Obrońca,6,1.8,3.33,1%,https://fantasy.ekstraklasa.org/player/1430
1754,Michał Król,Motor Lublin,Pomocnik,6,1.9,3.16,0%,https://fantasy.ekstraklasa.org/player/1754
1865,Igor Strzałek,Bruk-Bet Termalica Nieciecza,Pomocnik,6,1.7,3.53,0%,https://fantasy.ekstraklasa.org/player/1865
2047,Dawid Kurminowski,Lechia Gdańsk,Napastnik,6,1.8,3.33,1%,https://fantasy.ekstraklasa.org/player/2047
2066,David González Plata,Korona Kielce,Pomocnik,6,1.8,3.33,0%,https://fantasy.ekstraklasa.org/player/2066
2090,Chrístos Dónis,Radomiak Radom,Pomocnik,6,1.6,3.75,0%,https://fantasy.ekstraklasa.org/player/2090
2211,Juergen Elitim,Legia Warszawa,Pomocnik,6,1.8,3.33,1%,https://fantasy.ekstraklasa.org/player/2211
2494,Bujar Pllana,Lechia Gdańsk,Obrońca,6,1.7,3.53,0%,https://fantasy.ekstraklasa.org/player/2494
2511,Dominik Sarapata,Wisła Płock,Pomocnik,6,1.7,3.53,0%,https://fantasy.ekstraklasa.org/player/2511
2526,Sondre Liseth,Górnik Zabrze,Napastnik,6,2.2,2.73,3%,https://fantasy.ekstraklasa.org/player/2526
2566,José Pozo,Pogoń Szczecin,Pomocnik,6,1.8,3.33,0%,https://fantasy.ekstraklasa.org/player/2566
2589,Renat Dadaşov,Motor Lublin,Napastnik,6,1.6,3.75,1%,https://fantasy.ekstraklasa.org/player/2589
2609,Dawid Gojny,Arka Gdynia,Obrońca,6,1.7,3.53,0%,https://fantasy.ekstraklasa.org/player/2609
2620,Radu Boboc,Bruk-Bet Termalica Nieciecza,Obrońca,6,1.7,3.53,0%,https://fantasy.ekstraklasa.org/player/2620
2624,Gabriel Isik,Bruk-Bet Termalica Nieciecza,Obrońca,6,1.7,3.53,0%,https://fantasy.ekstraklasa.org/player/2624
2711,Edu Espiau,Arka Gdynia,Napastnik,6,2.0,3.0,0%,https://fantasy.ekstraklasa.org/player/2711
2733,Luis Palma,Lech Poznań,Pomocnik,6,2.9,2.07,14%,https://fantasy.ekstraklasa.org/player/2733
2759,Eman Markovic,GKS Katowice,Pomocnik,6,1.7,3.53,0%,https://fantasy.ekstraklasa.org/player/2759
2777,Andy Pelmard,Jagiellonia Białystok,Obrońca,6,1.7,3.53,1%,https://fantasy.ekstraklasa.org/player/2777
